custcode,Año,Trimestre,Mes,Día,Tipo_Cliente,Total abono,declinecause,saldo,Baja
459064,2016,Trim. 1,febrero,24,Comercial,282.78,MUDAN,0,1
459064,2016,Trim. 1,enero,19,Comercial,0,PROEC,-353.1,0
459065,2016,Trim. 1,enero,20,Comercial,176.74,NOUSA,384.59,1
459065,2015,Trim. 3,septiembre,29,Comercial,0,REFOR,748.93,0
459069,2018,Trim. 1,marzo,15,Comercial,0,DISCO,0,0
459070,2015,Trim. 1,febrero,12,Comercial,115.23999999999998,DISCO,0,1
459071,2015,Trim. 1,enero,14,Comercial,240.55,NOUSA,0,1
459073,2015,Trim. 3,julio,8,Comercial,229.12,NOUSA,0,1
459077,2016,Trim. 1,marzo,8,Comercial,353.48,MUDAN,0,1
459078,2015,Trim. 3,agosto,26,Comercial,327.3,INCOB,1176.42,1
459079,2014,Trim. 1,marzo,7,Comercial,0,NOUSA,0,0
459080,2015,Trim. 3,agosto,31,Comercial,0,NOINF,0,0
459080,2016,Trim. 1,febrero,17,Comercial,0,NOUSA,923.86,0
459083,2014,Trim. 2,junio,10,Comercial,0,CAMBI,0,0
459086,2014,Trim. 1,febrero,24,Comercial,0,INCOB,234.14,0
459086,2014,Trim. 3,septiembre,9,Comercial,483.76,PROEC,234.14,1
459090,2013,Trim. 2,abril,26,Comercial,83.74000000000001,DISCO,0,1
459091,2014,Trim. 4,octubre,14,Comercial,241.88,INCOB,484.42,1
459093,2018,Trim. 4,diciembre,19,Comercial,757.66,MUDAN,0,1
459101,2013,Trim. 4,noviembre,12,Comercial,123.13999999999999,DISCO,0,1
459105,2013,Trim. 4,noviembre,21,Comercial,193.5,PROEC,0,1
459106,2018,Trim. 4,noviembre,9,Comercial,0,PROEC,0,0
459107,2018,Trim. 2,abril,4,Comercial,0,CAMBI,0,0
459109,2018,Trim. 1,enero,3,Comercial,534.21,MUDAN,1396.22,1
459110,2014,Trim. 3,septiembre,29,Comercial,398.16,NOUSA,481.77,1
459111,2014,Trim. 4,diciembre,2,Comercial,0,CAMBI,0,0
459113,2014,Trim. 1,marzo,14,Comercial,0,NOUSA,0,0
459113,2017,Trim. 3,septiembre,26,Comercial,559.97,PROEC,0,1
459114,2014,Trim. 2,mayo,23,Comercial,0,DISCO,367.68,0
459115,2015,Trim. 2,junio,11,Comercial,0,RAZON,0,0
459116,2013,Trim. 4,diciembre,4,Comercial,172.73,MUDAN,20.03,1
459117,2014,Trim. 4,diciembre,30,Comercial,0,DISCO,0,0
459117,2016,Trim. 1,enero,18,Comercial,353.48,NOUSA,0,1
459118,2015,Trim. 1,febrero,13,Comercial,266.07,NOUSA,-127.13,1
459121,2017,Trim. 4,noviembre,1,Comercial,0,AUMEN,1909.72,0
459121,2018,Trim. 2,junio,5,Comercial,0,PROEC,1128.55,0
459122,2014,Trim. 3,septiembre,29,Comercial,241.88,DISCO,292.67,1
459127,2013,Trim. 3,julio,23,Comercial,197.91,MUDAN,0,1
459127,2014,Trim. 3,septiembre,8,Comercial,197.91,MUDAN,0,1
459129,2019,Trim. 2,junio,18,Comercial,0,DISCO,-150,0
459131,2017,Trim. 1,febrero,9,Comercial,0,CAMEM,0,0
459131,2019,Trim. 2,abril,16,Comercial,790.4,NOUSA,0,1
459131,2015,Trim. 4,octubre,23,Comercial,0,PROEC,0,0
459132,2017,Trim. 1,enero,23,Comercial,0,INCOB,828.72,0
459132,2016,Trim. 3,julio,18,Comercial,0,MUDAN,0,0
459132,2018,Trim. 2,abril,24,Comercial,566.27,MUDAN,-66.3,1
459133,2015,Trim. 2,mayo,19,Comercial,327.3,NOUSA,0,1
459134,2015,Trim. 1,marzo,25,Comercial,334.26,MUDAN,0,1
459135,2015,Trim. 3,septiembre,11,Comercial,0,MUDAN,0,0
459136,2014,Trim. 1,enero,14,Comercial,0,DISCO,0,0
459136,2017,Trim. 2,junio,12,Comercial,0,DISCO,0,0
459136,2017,Trim. 3,julio,6,Comercial,0,DISCO,0,0
459136,2017,Trim. 3,septiembre,6,Comercial,0,DISCO,0,0
459136,2018,Trim. 4,diciembre,17,Comercial,542.2,DISCO,0,1
459138,2013,Trim. 3,agosto,26,Comercial,0,INCOB,429.07,0
459138,2018,Trim. 2,junio,23,Comercial,315.53999999999996,MUDAN,0,1
459138,2018,Trim. 1,marzo,28,Comercial,0,NOUSA,0,0
459138,2017,Trim. 4,noviembre,30,Comercial,0,PROEC,0,0
459142,2014,Trim. 3,septiembre,3,Comercial,0,PROEC,-35.33,0
459142,2014,Trim. 4,diciembre,29,Comercial,0,PROEC,315.88,0
459142,2015,Trim. 3,agosto,12,Comercial,0,PROEC,389.97,0
459142,2016,Trim. 1,enero,28,Comercial,282.78,PROEC,652.93,1
459145,2014,Trim. 1,febrero,24,Comercial,0,INCOB,468.28,0
459145,2014,Trim. 3,julio,28,Comercial,241.88,MUDAN,0,1
459147,2013,Trim. 3,julio,22,Comercial,0,INCOB,510.84,0
459147,2019,Trim. 4,noviembre,15,Comercial,0,NOUSA,0,0
459148,2015,Trim. 2,abril,20,Comercial,266.07,NOUSA,0,1
459151,2014,Trim. 1,marzo,14,Comercial,0,CAMEM,163.42,0
459151,2015,Trim. 3,julio,15,Comercial,0,DISCO,0,0
459151,2017,Trim. 3,septiembre,6,Comercial,0,INCOB,2389.77,0
459151,2018,Trim. 2,junio,28,Comercial,808.26,PROEC,902.4,1
459152,2014,Trim. 2,abril,25,Comercial,241.88,MUDAN,0,1
459154,2014,Trim. 1,enero,6,Comercial,194.4,NOUSA,235.22,1
459155,2013,Trim. 3,septiembre,23,Comercial,175.91,INCOB,851.4,1
459156,2013,Trim. 3,agosto,23,Comercial,0,MUDAN,0,0
459157,2014,Trim. 2,junio,16,Comercial,241.88,MUDAN,0,1
459158,2013,Trim. 3,julio,31,Comercial,158.32,REFOR,0,1
459160,2016,Trim. 1,febrero,22,Comercial,0,CAMBI,0,0
459163,2013,Trim. 3,agosto,23,Comercial,0,CAMBI,0,0
459167,2013,Trim. 4,diciembre,9,Comercial,0,AUMEN,0,0
459167,2016,Trim. 2,junio,7,Comercial,0,PROEC,0,0
459167,2018,Trim. 2,mayo,9,Comercial,0,PROEC,0,0
459167,2019,Trim. 2,abril,24,Comercial,0,PROEC,0,0
459169,2016,Trim. 3,septiembre,27,Comercial,431.4,MUDAN,0,1
459174,2017,Trim. 4,diciembre,7,Comercial,593.57,CAMEM,0,1
459179,2018,Trim. 1,marzo,2,Comercial,,PROEC,0,1
459180,2019,Trim. 2,mayo,13,Comercial,0,PROEC,0,0
459180,2019,Trim. 4,diciembre,12,Comercial,0,PROEC,0,0
459188,2014,Trim. 1,enero,17,Comercial,0,CAMEM,0,0
459188,2016,Trim. 3,agosto,29,Comercial,344.17999999999995,NOUSA,0,1
459189,2015,Trim. 1,febrero,12,Comercial,0,CAMBI,-206.79,0
459195,2015,Trim. 1,enero,15,Comercial,0,RAZON,0,0
459197,2013,Trim. 2,mayo,13,Comercial,0,CAMBI,0,0
459202,2017,Trim. 4,diciembre,12,Comercial,593.57,MUDAN,0,1
459203,2015,Trim. 2,abril,28,Comercial,411.17,DISCO,0,1
459203,2015,Trim. 1,enero,26,Comercial,0,MUDAN,0,0
459204,2014,Trim. 2,mayo,26,Comercial,0,AUMEN,0,0
459204,2016,Trim. 2,mayo,2,Comercial,0,DISCO,0,0
459204,2019,Trim. 1,febrero,20,Comercial,0,PROEC,0,0
459208,2017,Trim. 1,febrero,17,Comercial,0,CAMBI,0,0
459208,2017,Trim. 3,agosto,11,Comercial,0,CIERR,620.14,0
459209,2014,Trim. 2,mayo,8,Comercial,0,PROEC,0,0
459209,2015,Trim. 1,enero,29,Comercial,0,PROEC,0,0
459209,2015,Trim. 4,noviembre,2,Comercial,0,PROEC,0,0
459210,2014,Trim. 4,diciembre,11,Comercial,0,MUDAN,0,0
459212,2014,Trim. 1,enero,29,Comercial,0,INCOB,475.04,0
459212,2014,Trim. 4,octubre,24,Comercial,0,INCOB,664.41,0
459212,2018,Trim. 2,junio,22,Comercial,485.20000000000005,INCOB,1707.9,1
459212,2016,Trim. 3,septiembre,16,Comercial,0,MUDAN,1132.23,0
459215,2013,Trim. 3,julio,24,Comercial,123.13999999999999,INCOB,2259.74,1
459217,2019,Trim. 4,diciembre,18,Comercial,0,CAMBI,0,0
459221,2015,Trim. 1,febrero,20,Comercial,0,CAMBI,-1000.01,0
459222,2016,Trim. 3,agosto,4,Comercial,431.4,PROEC,0,1
459227,2018,Trim. 4,noviembre,24,Comercial,241.88,CAMEM,0,1
459228,2013,Trim. 3,agosto,15,Comercial,0,CAMBI,0,0
459230,2018,Trim. 2,junio,22,Comercial,703.4100000000001,INCOB,3730.1,1
459231,2015,Trim. 3,julio,17,Comercial,0,DISCO,0,0
459231,2014,Trim. 4,octubre,16,Comercial,0,INCOB,963,0
459232,2014,Trim. 4,noviembre,26,Comercial,241.88,INCOB,586.46,1
459232,2014,Trim. 3,agosto,13,Comercial,0,PROEC,453.19,0
459233,2013,Trim. 4,diciembre,6,Comercial,0,CAMBI,235.22,0
459237,2013,Trim. 2,mayo,13,Comercial,0,RAZON,0,0
459239,2018,Trim. 1,marzo,31,Comercial,0,AUMEN,0,0
459239,2019,Trim. 1,enero,7,Comercial,0,AUMEN,0,0
459239,2015,Trim. 2,abril,30,Comercial,0,DISCO,0,0
459239,2015,Trim. 1,enero,5,Comercial,0,NOUSA,0,0
459239,2016,Trim. 2,mayo,6,Comercial,0,PROEC,0,0
459240,2019,Trim. 2,abril,30,Comercial,0,PROEC,1504.44,0
459242,2015,Trim. 4,octubre,22,Comercial,0,DISCO,396.03,0
459242,2016,Trim. 1,enero,28,Comercial,353.48,INCOB,823.74,1
459243,2015,Trim. 4,octubre,20,Comercial,464.96,INCOB,922.6,1
459245,2015,Trim. 1,enero,19,Comercial,0,AUMEN,0,0
459245,2017,Trim. 3,julio,24,Comercial,504.01000000000005,CAMEM,0,1
459245,2014,Trim. 2,junio,12,Comercial,0,PROEC,0,0
459245,2016,Trim. 1,marzo,8,Comercial,0,PROEC,0,0
459245,2016,Trim. 4,noviembre,1,Comercial,0,PROEC,0,0
459250,2013,Trim. 4,octubre,3,Comercial,0,INCOB,212.85,0
459250,2016,Trim. 4,noviembre,17,Comercial,0,MUDAN,-27.64,0
459250,2016,Trim. 4,noviembre,18,Comercial,0,MUDAN,-27.64,0
459250,2016,Trim. 2,mayo,13,Comercial,0,PROEC,-27.64,0
459250,2018,Trim. 2,mayo,11,Comercial,0,PROEC,-27.64,0
459250,2018,Trim. 4,diciembre,10,Comercial,757.66,PROEC,-27.64,1
459251,2017,Trim. 1,enero,9,Comercial,647.4200000000001,MUDAN,0,1
459251,2017,Trim. 2,junio,12,Comercial,0,MUDAN,1563.04,0
459252,2019,Trim. 1,enero,14,Comercial,894.04,CIERR,0,1
459255,2014,Trim. 2,junio,19,Comercial,291.78,MUDAN,353.05,1
459258,2019,Trim. 1,febrero,4,Comercial,894.04,MUDAN,1081.79,1
459259,2018,Trim. 4,noviembre,12,Comercial,701.54,INCOB,2546.58,1
459260,2018,Trim. 3,julio,20,Comercial,701.54,MUDAN,0,1
459260,2015,Trim. 4,diciembre,9,Comercial,0,NOUSA,0,0
459265,2015,Trim. 2,mayo,15,Comercial,247.44,DISCO,-27.44,1
459265,2013,Trim. 4,octubre,3,Comercial,0,INCOB,670.84,0
459267,2016,Trim. 2,abril,26,Comercial,431.4,MUDAN,0,1
459268,2018,Trim. 2,mayo,8,Comercial,0,AUMEN,0,0
459268,2019,Trim. 3,agosto,2,Comercial,0,DISCO,0,0
459268,2013,Trim. 3,septiembre,10,Comercial,0,MUDAN,0,0
459284,2014,Trim. 1,marzo,25,Comercial,193.5,MUDAN,-18.73,1
459285,2016,Trim. 1,marzo,30,Comercial,444.06,MUDAN,0,1
459286,2017,Trim. 4,noviembre,13,Comercial,593.57,DISCO,0,1
459289,2013,Trim. 3,julio,1,Comercial,123.13999999999999,DISCO,0,1
459292,2014,Trim. 1,enero,28,Comercial,160.91,MUDAN,213.55,1
459294,2014,Trim. 3,septiembre,30,Comercial,241.88,MUDAN,-25.68,1
459297,2014,Trim. 3,septiembre,1,Comercial,0,NOUSA,-50,0
459297,2016,Trim. 4,noviembre,2,Comercial,527.16,NOUSA,2016.67,1
459299,2015,Trim. 1,marzo,18,Comercial,327.3,CIERR,0,1
459302,2018,Trim. 1,marzo,20,Comercial,0,PROEC,0,0
459302,2019,Trim. 3,septiembre,11,Comercial,0,PROEC,1339.47,0
459307,2015,Trim. 1,febrero,26,Comercial,334.26,INCOB,1186.92,1
459308,2013,Trim. 3,julio,24,Comercial,0,INCOB,466.37,0
459308,2013,Trim. 4,noviembre,28,Comercial,123.13999999999999,INCOB,347.17,1
459309,2018,Trim. 4,noviembre,9,Comercial,0,NOUSA,-242,0
459309,2018,Trim. 2,abril,16,Comercial,0,PROEC,-242,0
459309,2018,Trim. 2,mayo,21,Comercial,0,PROEC,-242,0
459309,2018,Trim. 4,octubre,12,Comercial,0,PROEC,-242,0
459310,2018,Trim. 3,agosto,15,Comercial,0,CAMEM,0,0
459310,2018,Trim. 4,diciembre,14,Comercial,454.6,CAMEM,0,1
459310,2017,Trim. 4,octubre,27,Comercial,0,DISCO,0,0
459311,2013,Trim. 3,agosto,26,Comercial,172.73,INCOB,627,1
459312,2019,Trim. 4,diciembre,6,Comercial,431.4,INCOB,1487.61,1
459314,2016,Trim. 4,diciembre,7,Comercial,394.8499999999999,MUDAN,0,1
459317,2019,Trim. 1,marzo,1,Comercial,894.04,MUDAN,0,1
459320,2017,Trim. 2,mayo,4,Comercial,0,PROEC,0,0
459321,2015,Trim. 2,junio,26,Comercial,0,CIERR,0,0
459321,2015,Trim. 3,septiembre,24,Comercial,0,MUDAN,0,0
459325,2015,Trim. 2,mayo,19,Comercial,0,AUMEN,211.85,0
459325,2016,Trim. 1,febrero,11,Comercial,0,DISCO,0,0
459325,2017,Trim. 2,mayo,22,Comercial,0,PROEC,0,0
459325,2017,Trim. 4,diciembre,5,Comercial,0,PROEC,0,0
459325,2018,Trim. 2,mayo,3,Comercial,0,RAZON,0,0
459326,2014,Trim. 4,octubre,21,Comercial,0,MUDAN,505.65,0
459326,2015,Trim. 1,febrero,13,Comercial,266.07,MUDAN,-446.87,1
459330,2017,Trim. 3,septiembre,14,Comercial,431.4,INCOB,2213.24,1
459331,2015,Trim. 2,abril,24,Comercial,0,MUDAN,0,0
459332,2017,Trim. 1,marzo,27,Comercial,0,CAMBI,529.11,0
459335,2018,Trim. 2,abril,21,Comercial,0,PROEC,0,0
459335,2019,Trim. 2,mayo,16,Comercial,0,PROEC,0,0
459338,2016,Trim. 1,febrero,17,Comercial,0,PROEC,0,0
459338,2018,Trim. 4,octubre,19,Comercial,0,PROEC,0,0
459338,2019,Trim. 1,marzo,15,Comercial,0,PROEC,0,0
459339,2014,Trim. 1,enero,2,Comercial,0,DISCO,190.51,0
459339,2014,Trim. 2,abril,25,Comercial,169.32,NOUSA,190.51,1
459340,2017,Trim. 4,octubre,27,Comercial,593.57,MUDAN,0,1
459341,2017,Trim. 2,junio,12,Comercial,0,CAMEM,0,0
459341,2019,Trim. 2,abril,12,Comercial,0,PROEC,0,0
459341,2019,Trim. 3,agosto,5,Comercial,1392.98,PROEC,0,1
459345,2017,Trim. 1,febrero,3,Comercial,474.55,PROEC,0,1
459346,2016,Trim. 3,julio,15,Comercial,431.4,MUDAN,0,1
459347,2013,Trim. 4,noviembre,1,Comercial,226.57,DISCO,2519.75,1
459355,2015,Trim. 3,julio,22,Comercial,0,CAMBI,0,0
459356,2017,Trim. 2,mayo,17,Comercial,559.97,CAMEM,0,1
459357,2016,Trim. 1,marzo,4,Comercial,0,MUDAN,0,0
459357,2016,Trim. 4,noviembre,8,Comercial,431.4,MUDAN,0,1
459359,2014,Trim. 3,septiembre,15,Comercial,0,PROEC,0,0
459359,2014,Trim. 4,diciembre,1,Comercial,239.46,PROEC,0,1
459360,2017,Trim. 2,junio,27,Comercial,0,DISCO,0,0
459362,2018,Trim. 1,marzo,20,Comercial,534.8399999999999,DISCO,0,1
459364,2019,Trim. 3,agosto,14,Comercial,1392.98,MUDAN,2508.23,1
459366,2018,Trim. 1,marzo,8,Comercial,0,NOUSA,0,0
459366,2019,Trim. 2,junio,7,Comercial,1146.43,NOUSA,0,1
459367,2014,Trim. 1,enero,29,Comercial,135.45,MUDAN,0,1
459368,2013,Trim. 3,septiembre,30,Comercial,123.13999999999999,MUDAN,0,1
459370,2016,Trim. 4,noviembre,23,Comercial,0,DISCO,0,0
459370,2019,Trim. 4,octubre,15,Comercial,1095.18,NOUSA,0,1
459371,2015,Trim. 2,junio,3,Comercial,0,RAZON,0,0
459376,2019,Trim. 3,agosto,19,Comercial,895.18,INCOB,3303.18,1
459376,2017,Trim. 4,noviembre,29,Comercial,0,PROEC,0,0
459376,2018,Trim. 3,septiembre,26,Comercial,0,PROEC,0,0
459379,2014,Trim. 1,febrero,12,Comercial,135.45,DISCO,0,1
459380,2016,Trim. 2,junio,8,Comercial,511.77,MUDAN,0,1
459380,2014,Trim. 4,octubre,23,Comercial,0,PROEC,0,0
459381,2015,Trim. 4,noviembre,10,Comercial,327.3,MUDAN,0,1
459383,2015,Trim. 4,noviembre,23,Comercial,0,MUDAN,0,0
459386,2013,Trim. 4,octubre,30,Comercial,172.73,DISCO,0,1
459389,2016,Trim. 3,julio,5,Comercial,0,PROEC,0,0
459389,2017,Trim. 2,junio,30,Comercial,0,PROEC,0,0
459390,2013,Trim. 4,noviembre,12,Comercial,0,MUDAN,0,0
459391,2013,Trim. 2,mayo,28,Comercial,123.13999999999999,MUDAN,0,1
459394,2013,Trim. 3,julio,23,Comercial,0,INCOB,717.31,0
459394,2015,Trim. 3,septiembre,30,Comercial,327.3,INCOB,688.1,1
459395,2013,Trim. 3,agosto,26,Comercial,0,INCOB,518.05,0
459395,2014,Trim. 1,febrero,26,Comercial,135.45,INCOB,799.24,1
459403,2013,Trim. 3,agosto,26,Comercial,0,INCOB,511.51,0
459403,2014,Trim. 2,mayo,30,Comercial,193.5,INCOB,731.45,1
459403,2013,Trim. 3,agosto,12,Comercial,0,NOUSA,348.09,0
459405,2018,Trim. 2,junio,22,Comercial,353.48,INCOB,0,1
459414,2016,Trim. 3,septiembre,21,Comercial,0,MUDAN,0,0
459414,2018,Trim. 4,diciembre,12,Comercial,882.6500000000001,MUDAN,0,1
459415,2017,Trim. 4,octubre,4,Comercial,0,CAMBI,0,0
459416,2018,Trim. 1,enero,8,Comercial,480.68,NOUSA,0,1
459417,2013,Trim. 4,diciembre,27,Comercial,135.45,MUDAN,0,1
459418,2017,Trim. 1,febrero,14,Comercial,0,CAMBI,0,0
459424,2013,Trim. 3,septiembre,23,Comercial,0,INCOB,625.79,0
459424,2014,Trim. 1,enero,29,Comercial,193.5,INCOB,681.13,1
459425,2013,Trim. 3,agosto,5,Comercial,163.64,MUDAN,0,1
459426,2015,Trim. 3,agosto,24,Comercial,0,CAMBI,442.7,0
459427,2014,Trim. 4,octubre,7,Comercial,241.88,DISCO,0,1
459428,2013,Trim. 3,julio,23,Comercial,0,INCOB,922.46,0
459428,2013,Trim. 4,noviembre,28,Comercial,0,INCOB,1074.25,0
459431,2016,Trim. 2,mayo,28,Comercial,0,MUDAN,0,0
459431,2016,Trim. 4,octubre,17,Comercial,280.41,NOUSA,0,1
459432,2014,Trim. 4,noviembre,6,Comercial,241.88,MUDAN,0,1
459433,2015,Trim. 2,abril,6,Comercial,212.86,DISCO,257.56,1
459433,2014,Trim. 1,febrero,24,Comercial,0,INCOB,266.72,0
459435,2014,Trim. 3,julio,24,Comercial,246.34,MUDAN,232.25,1
459436,2017,Trim. 3,septiembre,11,Comercial,638.5,CIERR,0,1
459437,2016,Trim. 4,diciembre,12,Comercial,596.11,MUDAN,0,1
459438,2014,Trim. 3,julio,4,Comercial,241.44,MUDAN,0,1
459442,2014,Trim. 1,marzo,11,Comercial,135.45,NOUSA,359.5,1
459443,2015,Trim. 3,julio,3,Comercial,0,AUMEN,0,0
459443,2016,Trim. 2,mayo,9,Comercial,0,AUMEN,0,0
459443,2017,Trim. 3,agosto,22,Comercial,0,MUDAN,0,0
459443,2017,Trim. 3,septiembre,19,Comercial,201.60000000000002,MUDAN,0,1
459443,2014,Trim. 3,septiembre,1,Comercial,0,PROEC,0,0
459443,2016,Trim. 2,abril,12,Comercial,0,PROEC,0,0
459443,2017,Trim. 1,febrero,25,Comercial,0,PROEC,0,0
459444,2018,Trim. 4,diciembre,7,Comercial,0,DISCO,0,0
459444,2019,Trim. 1,enero,7,Comercial,909.5899999999999,DISCO,0,1
459445,2016,Trim. 3,julio,1,Comercial,0,CAMEM,0,0
459445,2016,Trim. 3,julio,5,Comercial,0,PROEC,0,0
459445,2017,Trim. 3,agosto,15,Comercial,0,PROEC,0,0
459445,2018,Trim. 2,junio,21,Comercial,0,PROEC,0,0
459445,2019,Trim. 1,enero,31,Comercial,0,PROEC,0,0
459449,2015,Trim. 2,junio,5,Comercial,0,NOUSA,0,0
459449,2016,Trim. 1,marzo,22,Comercial,323.55,NOUSA,346.44,1
459450,2017,Trim. 1,febrero,23,Comercial,474.55,MUDAN,0,1
459451,2018,Trim. 2,mayo,7,Comercial,0,PROEC,735.55,0
459452,2017,Trim. 4,noviembre,16,Comercial,590.16,CAMEM,0,1
459454,2014,Trim. 3,julio,16,Comercial,0,PROEC,0,0
459454,2015,Trim. 2,junio,24,Comercial,0,PROEC,0,0
459454,2016,Trim. 1,marzo,10,Comercial,0,PROEC,0,0
459454,2017,Trim. 2,junio,9,Comercial,0,PROEC,0,0
459454,2018,Trim. 1,enero,10,Comercial,0,PROEC,0,0
459454,2018,Trim. 3,julio,31,Comercial,0,PROEC,0,0
459454,2019,Trim. 4,noviembre,7,Comercial,0,PROEC,0,0
459457,2015,Trim. 2,abril,24,Comercial,0,AUMEN,-674.66,0
459457,2016,Trim. 1,febrero,3,Comercial,0,AUMEN,-403.31,0
459457,2018,Trim. 1,marzo,26,Comercial,0,CAMEM,-84.78,0
459457,2017,Trim. 1,marzo,31,Comercial,0,PROEC,-84.78,0
459457,2017,Trim. 4,noviembre,1,Comercial,0,PROEC,-84.78,0
459463,2015,Trim. 1,febrero,24,Comercial,0,MUDAN,0,0
459463,2019,Trim. 3,julio,1,Comercial,0,NOUSA,-81.36,0
459463,2019,Trim. 2,mayo,14,Comercial,0,PROEC,-81.36,0
459464,2016,Trim. 2,mayo,5,Comercial,0,AUMEN,0,0
459464,2017,Trim. 3,septiembre,6,Comercial,0,CAMEM,0,0
459464,2018,Trim. 3,agosto,30,Comercial,701.54,MUDAN,0,1
459464,2015,Trim. 1,marzo,2,Comercial,0,PROEC,0,0
459464,2018,Trim. 1,febrero,19,Comercial,0,PROEC,0,0
459465,2017,Trim. 2,junio,9,Comercial,0,DISCO,0,0
459468,2017,Trim. 1,marzo,10,Comercial,474.55,CAMEM,0,1
459470,2017,Trim. 1,enero,25,Comercial,474.55,MUDAN,0,1
459475,2015,Trim. 4,noviembre,30,Comercial,426.38,MUDAN,0,1
459478,2019,Trim. 1,marzo,11,Comercial,894.04,MUDAN,0,1
459479,2018,Trim. 1,marzo,14,Comercial,0,PROEC,851.45,0
459482,2017,Trim. 3,julio,21,Comercial,675.82,DISCO,0,1
459485,2017,Trim. 1,marzo,13,Comercial,343.64,CAMEM,0,1
459485,2016,Trim. 4,noviembre,1,Comercial,0,DISCO,0,0
459485,2015,Trim. 3,julio,21,Comercial,0,MUDAN,0,0
459485,2016,Trim. 3,septiembre,2,Comercial,0,NOUSA,0,0
459485,2015,Trim. 3,septiembre,16,Comercial,0,PROEC,0,0
459486,2015,Trim. 2,mayo,26,Comercial,0,NOUSA,0,0
459486,2014,Trim. 2,junio,16,Comercial,0,PROEC,0,0
459486,2017,Trim. 2,mayo,10,Comercial,0,PROEC,784.98,0
459486,2017,Trim. 3,julio,28,Comercial,0,PROEC,784.98,0
459486,2017,Trim. 4,diciembre,14,Comercial,716.37,PROEC,834.05,1
459498,2014,Trim. 1,enero,28,Comercial,0,CAMBI,-139.01,0
459499,2014,Trim. 3,septiembre,26,Comercial,292.05,INCOB,239.66,1
459500,2017,Trim. 2,mayo,12,Comercial,0,NOINF,0,0
459503,2016,Trim. 1,enero,14,Comercial,377.37,DISCO,0,1
459512,2018,Trim. 2,junio,5,Comercial,0,CAMBI,783.36,0
459513,2015,Trim. 4,octubre,23,Comercial,359.2,PROEC,0,1
459514,2014,Trim. 3,septiembre,19,Comercial,0,MUDAN,0,0
459516,2014,Trim. 1,enero,29,Comercial,0,INCOB,789.24,0
459517,2018,Trim. 3,julio,2,Comercial,0,CAMBI,0,0
459517,2017,Trim. 3,septiembre,2,Comercial,0,DISCO,0,0
459518,2019,Trim. 2,abril,16,Comercial,1080,MUDAN,0,1
459521,2014,Trim. 4,diciembre,19,Comercial,292.05,MUDAN,0,1
459522,2014,Trim. 1,enero,29,Comercial,0,INCOB,651.62,0
459522,2014,Trim. 3,agosto,4,Comercial,265.5,MUDAN,642.52,1
459525,2015,Trim. 3,septiembre,22,Comercial,0,RAZON,0,0
459532,2017,Trim. 3,septiembre,25,Comercial,586.4599999999999,MUDAN,0,1
459534,2019,Trim. 3,agosto,6,Comercial,0,DISCO,0,0
459534,2018,Trim. 4,noviembre,15,Comercial,0,PROEC,0,0
459535,2017,Trim. 3,septiembre,14,Comercial,0,AUMEN,0,0
459535,2016,Trim. 2,junio,28,Comercial,0,DISCO,0,0
459535,2018,Trim. 2,mayo,14,Comercial,0,PROEC,0,0
459535,2018,Trim. 4,noviembre,12,Comercial,0,PROEC,0,0
459536,2017,Trim. 1,enero,14,Comercial,0,MUDAN,0,0
459537,2015,Trim. 3,julio,23,Comercial,0,CAMBI,-308.7,0
459537,2019,Trim. 1,enero,30,Comercial,785.09,PROEC,949.96,1
459539,2018,Trim. 4,octubre,17,Comercial,0,DISCO,0,0
459539,2019,Trim. 1,febrero,26,Comercial,0,INCOB,1027.72,0
459539,2014,Trim. 4,noviembre,10,Comercial,0,NOUSA,0,0
459539,2016,Trim. 2,mayo,11,Comercial,0,PROEC,0,0
459539,2017,Trim. 4,octubre,26,Comercial,0,PROEC,0,0
459541,2013,Trim. 3,julio,30,Comercial,231.59,DISCO,0,1
459542,2013,Trim. 3,septiembre,23,Comercial,237.59,NOUSA,574.96,1
459544,2016,Trim. 4,noviembre,12,Comercial,473.55,MUDAN,0,1
459546,2018,Trim. 1,febrero,22,Comercial,0,INCOB,2412.43,0
459549,2019,Trim. 3,julio,30,Comercial,0,PROEC,0,0
459552,2014,Trim. 3,julio,10,Comercial,265.5,MUDAN,0,1
459554,2014,Trim. 3,agosto,8,Comercial,265.5,MUDAN,0,1
459555,2016,Trim. 3,julio,14,Comercial,0,AUMEN,0,0
459555,2018,Trim. 1,enero,3,Comercial,651.55,MUDAN,0,1
459556,2015,Trim. 2,abril,22,Comercial,0,DISCO,0,0
459556,2019,Trim. 1,febrero,18,Comercial,786.0699999999999,MUDAN,0,1
459556,2017,Trim. 3,agosto,8,Comercial,0,PROEC,0,0
459556,2018,Trim. 1,marzo,20,Comercial,0,PROEC,0,0
459556,2018,Trim. 3,agosto,16,Comercial,0,PROEC,0,0
459563,2018,Trim. 4,noviembre,30,Comercial,717.41,PROEC,1736.14,1
459568,2018,Trim. 1,marzo,21,Comercial,621.5799999999999,PROEC,683.76,1
459572,2014,Trim. 4,diciembre,23,Comercial,0,DISCO,0,0
459572,2018,Trim. 3,agosto,6,Comercial,770.06,INCOB,1863.54,1
459573,2019,Trim. 3,septiembre,12,Comercial,732,INCOB,2952.4,1
459574,2014,Trim. 3,julio,28,Comercial,0,AUMEN,0,0
